date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
04/06/26,6,home,3557,3378,2:2,,FS,played,0,0,0,04/06/26 | FS | club:3557 | opponent:3378 | 2:2 | played | 26',False,False,True,26.0,False,elliot_stroud__swe,Elliot Stroud,SWE,DEF,687622,https://www.transfermarkt.de/elliot-stroud/nationalmannschaft/spieler/687622/verein_id/3557
01/06/26,6,away,3557,3440,1:3,,FS,not in squad,0,0,0,01/06/26 | FS | club:3557 | opponent:3440 | 1:3 | not in squad,True,False,False,,False,elliot_stroud__swe,Elliot Stroud,SWE,DEF,687622,https://www.transfermarkt.de/elliot-stroud/nationalmannschaft/spieler/687622/verein_id/3557
31/03/26,2,home,3557,3442,3:2,,POWM,in squad,0,0,0,31/03/26 | POWM | club:3557 | opponent:3442 | 3:2 | in squad,False,False,False,,False,elliot_stroud__swe,Elliot Stroud,SWE,DEF,687622,https://www.transfermarkt.de/elliot-stroud/nationalmannschaft/spieler/687622/verein_id/3557
