date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
06/06/26,6,away,3380,5233,4:0,,FS,played,0,0,0,06/06/26 | FS | club:3380 | opponent:5233 | 4:0 | played | 10',False,False,True,10,False,tyler_fletcher__sco,Tyler Fletcher,SCO,MID,1049911,https://www.transfermarkt.de/tyler-fletcher/nationalmannschaft/spieler/1049911/verein_id/3380
30/05/26,8,home,3380,32364,4:1,,FS,played,0,0,1,30/05/26 | FS | club:3380 | opponent:32364 | 4:1 | played | 45',False,False,True,45,False,tyler_fletcher__sco,Tyler Fletcher,SCO,MID,1049911,https://www.transfermarkt.de/tyler-fletcher/nationalmannschaft/spieler/1049911/verein_id/3380
