date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
09/06/26,18,away,3375,3584,3:1,,FS,played,0,0,0,09/06/26 | FS | club:3375 | opponent:3584 | 3:1 | played | 29',False,False,True,29,False,marc_pubill__esp,Marc Pubill,ESP,DEF,844637,https://www.transfermarkt.de/marc-pubill/nationalmannschaft/spieler/844637/verein_id/3375
04/06/26,13,home,3375,3560,1:1,,FS,played,0,0,0,04/06/26 | FS | club:3375 | opponent:3560 | 1:1 | played | 31',False,False,True,31,False,marc_pubill__esp,Marc Pubill,ESP,DEF,844637,https://www.transfermarkt.de/marc-pubill/nationalmannschaft/spieler/844637/verein_id/3375
