date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
08/06/26,7,away,3379,3563,2:1,12,FS,played,0,1,1,08/06/26 | FS | club:3379 | opponent:3563 | 2:1 | played | 90',False,False,True,90,True,crysencio_summerville__ned,Crysencio Summerville,NED,MID,474701,https://www.transfermarkt.de/crysencio-summerville/nationalmannschaft/spieler/474701/verein_id/3379
03/06/26,14,home,3379,3614,0:1,12,FS,played,0,0,0,03/06/26 | FS | club:3379 | opponent:3614 | 0:1 | played | 45',False,False,True,45,True,crysencio_summerville__ned,Crysencio Summerville,NED,MID,474701,https://www.transfermarkt.de/crysencio-summerville/nationalmannschaft/spieler/474701/verein_id/3379
