date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
31/03/26,2,home,3557,3442,3:2,,POWM,in squad,0,0,0,31/03/26 | POWM | club:3557 | opponent:3442 | 3:2 | in squad,False,False,False,,False,melker_ellborg__swe,Melker Ellborg,SWE,GK,605426,https://www.transfermarkt.de/melker-ellborg/nationalmannschaft/spieler/605426/verein_id/3557
26/03/26,1,away,3557,3699,3:1,,POWM,in squad,0,0,0,26/03/26 | POWM | club:3557 | opponent:3699 | 3:1 | in squad,False,False,False,,False,melker_ellborg__swe,Melker Ellborg,SWE,GK,605426,https://www.transfermarkt.de/melker-ellborg/nationalmannschaft/spieler/605426/verein_id/3557
